"","dur"
"7162",186
"7163",205
"7164",217
"7165",189
"7166",187
"7167",194
"7168",188
"7169",211
"7170",198
"7171",215
"7172",189
"7173",191
"7174",207
"7175",218
"7176",210
"7177",210
"7178",218
"7179",204
"7180",182
"7181",181
"7182",217
"7183",194
"7184",218
"7185",191
"7186",219
"7187",198
"7188",201
"7189",203
"7190",203
"7191",174
"7192",200
"7193",192
"7194",191
"7195",189
"7196",217
"7197",206
"7198",182
"7199",182
"7200",223
"7201",175
"7202",201
"7203",186
"7204",200
"7205",193
"7206",209
"7207",199
"7208",195
"7209",192
"7210",210
"7211",181
"7212",195
"7213",185
"7214",226
"7215",199
"7216",217
"7217",191
"7218",204
"7219",196
"7220",196
"7221",198
"7222",220
"7223",215
"7224",206
"7225",176
"7226",199
"7227",232
"7228",221
"7229",176
"7230",218
"7231",203
"7232",189
"7233",195
"7234",201
"7235",177
"7236",197
"7237",204
"7238",189
"7239",190
"7240",205
"7241",198
"7242",207
"7243",198
"7244",182
"7245",201
"7246",187
"7247",198
"7248",205
"7249",192
"7250",176
"7251",213
"7252",182
"7253",204
"7254",195
"7255",211
"7256",209
"7257",189
"7258",198
"7259",216
"7260",229
"7261",207
"7262",198
"7263",190
"7264",193
"7265",208
"7266",224
"7267",213
"7268",212
"7269",206
"7270",187
"7271",205
"7272",206
"7273",214
"7274",166
"7275",201
"7276",190
"7277",205
"7278",178
"7279",195
"7280",163
"7281",209
"7282",210
"7283",191
"7284",188
"7285",188
"7286",197
"7287",175
"7288",198
"7289",193
"7290",177
"7291",201
"7292",201
"7293",210
"7294",206
"7295",205
"7296",192
"7297",188
"7298",199
"7299",202
"7300",235
"7301",219
"7302",207
"7303",204
"7304",192
"7305",205
"7306",208
"7307",198
"7308",220
"7309",221
"7310",200
"7311",189
"7312",183
"7313",234
"7314",206
"7315",177
"7316",209
"7317",204
"7318",178
"7319",199
"7320",205
"7321",184
"7322",206
"7323",180
"7324",174
"7325",202
"7326",193
"7327",196
"7328",188
"7329",218
"7330",181
"7331",191
"7332",197
"7333",225
"7334",211
"7335",220
"7336",211
"7337",201
"7338",232
"7339",177
"7340",190
"7341",193
"7342",203
"7343",230
"7344",200
"7345",193
"7346",212
"7347",204
"7348",196
"7349",195
"7350",234
"7351",187
"7352",193
"7353",188
"7354",180
"7355",199
"7356",222
"7357",204
"7358",195
"7359",199
"7360",208
"7361",200
"7362",197
"7363",207
"7364",205
"7365",210
"7366",219
"7367",180
"7368",166
"7369",206
"7370",172
"7371",198
"7372",200
"7373",178
"7374",223
"7375",202
"7376",199
"7377",211
"7378",191
"7379",177
"7380",222
"7381",196
"7382",188
"7383",202
"7384",204
"7385",187
"7386",219
"7387",222
"7388",205
"7389",195
"7390",200
"7391",189
"7392",203
"7393",174
"7394",189
"7395",190
"7396",193
"7397",183
"7398",202
"7399",168
"7400",195
"7401",190
"7402",178
"7403",184
"7404",213
"7405",197
"7406",203
"7407",178
"7408",209
"7409",224
"7410",205
"7411",193
"7412",215
"7413",187
"7414",223
"7415",208
"7416",190
"7417",219
"7418",198
"7419",188
"7420",191
"7421",191
"7422",210
"7423",211
"7424",219
"7425",180
"7426",185
"7427",216
"7428",193
"7429",199
"7430",230
"7431",200
"7432",189
"7433",190
"7434",208
"7435",195
"7436",175
"7437",186
"7438",228
"7439",228
"7440",187
"7441",220
"7442",198
"7443",188
"7444",222
"7445",186
"7446",200
"7447",179
"7448",217
"7449",207
"7450",222
"7451",203
"7452",201
"7453",192
"7454",204
"7455",210
"7456",178
"7457",206
"7458",185
"7459",195
"7460",188
"7461",208
"7462",207
"7463",194
"7464",219
"7465",178
"7466",201
"7467",196
"7468",224
"7469",179
"7470",209
"7471",170
"7472",189
"7473",217
"7474",218
"7475",205
"7476",173
"7477",195
"7478",221
"7479",187
"7480",201
"7481",207
"7482",195
"7483",212
"7484",211
"7485",202
"7486",189
"7487",209
"7488",184
"7489",203
"7490",198
"7491",206
"7492",180
"7493",188
"7494",204
"7495",200
"7496",209
"7497",227
"7498",204
"7499",194
"7500",217
"7501",196
"7502",214
"7503",190
"7504",184
"7505",188
"7506",195
"7507",200
"7508",197
"7509",160
"7510",209
"7511",203
"7512",188
"7513",202
"7514",216
"7515",191
"7516",184
"7517",198
"7518",191
"7519",190
"7520",190
"7521",199
"7522",187
"7523",192
"7524",197
"7525",167
"7526",201
"7527",171
"7528",202
"7529",223
"7530",224
"7531",192
"7532",191
"7533",196
"7534",196
"7535",182
"7536",213
"7537",201
"7538",187
"7539",200
"7540",224
"7541",184
"7542",191
"7543",194
"7544",203
"7545",197
"7546",217
"7547",208
"7548",174
"7549",210
"7550",203
"7551",195
"7552",219
"7553",187
"7554",195
"7555",190
"7556",205
"7557",219
"7558",223
"7559",177
"7560",210
"7561",221
"7562",199
"7563",204
"7564",176
"7565",167
"7566",210
"7567",190
"7568",214
"7569",184
"7570",192
"7571",181
"7572",176
"7573",212
"7574",192
"7575",194
"7576",202
"7577",194
"7578",215
"7579",210
"7580",185
"7581",218
"7582",200
"7583",209
"7584",192
"7585",196
"7586",200
"7587",199
"7588",191
"7589",210
"7590",206
"7591",183
"7592",195
"7593",210
"7594",188
"7595",216
"7596",178
"7597",180
"7598",198
"7599",190
"7600",173
"7601",200
"7602",193
"7603",178
"7604",202
"7605",210
"7606",214
"7607",197
"7608",190
"7609",203
"7610",201
"7611",204
"7612",195
"7613",194
"7614",200
"7615",212
"7616",171
"7617",203
"7618",178
"7619",203
"7620",181
"7621",190
"7622",215
"7623",181
"7624",213
"7625",191
"7626",206
"7627",184
"7628",179
"7629",170
"7630",207
"7631",202
"7632",179
"7633",209
"7634",183
"7635",206
"7636",204
"7637",215
"7638",188
"7639",220
"7640",176
"7641",203
"7642",191
"7643",159
"7644",204
"7645",187
"7646",186
"7647",201
"7648",202
"7649",205
"7650",214
"7651",191
"7652",195
"7653",194
"7654",224
"7655",178
"7656",204
"7657",201
"7658",202
"7659",193
"7660",202
"7661",190
"7662",209
"7663",219
"7664",202
"7665",204
"7666",203
"7667",191
"7668",186
"7669",191
"7670",200
"7671",191
"7672",187
"7673",181
"7674",188
"7675",210
"7676",195
"7677",216
"7678",190
"7679",213
"7680",208
"7681",205
"7682",205
"7683",174
"7684",196
"7685",190
"7686",170
"7687",187
"7688",199
"7689",208
"7690",184
"7691",208
"7692",186
"7693",191
"7694",206
"7695",198
"7696",215
"7697",207
"7698",213
"7699",204
"7700",213
"7701",215
"7702",177
"7703",204
"7704",186
"7705",195
"7706",193
"7707",199
"7708",185
"7709",223
"7710",221
"7711",204
"7712",218
"7713",214
"7714",213
"7715",169
"7716",191
"7717",193
"7718",192
"7719",198
"7720",203
"7721",197
"7722",186
"7723",195
"7724",183
"7725",217
"7726",191
"7727",205
"7728",186
"7729",175
"7730",195
"7731",206
"7732",199
"7733",207
"7734",170
"7735",214
"7736",217
"7737",214
"7738",206
"7739",215
"7740",222
"7741",188
"7742",215
"7743",222
"7744",205
"7745",204
"7746",198
"7747",177
"7748",202
"7749",210
"7750",191
"7751",192
"7752",199
"7753",202
"7754",200
"7755",199
"7756",186
"7757",200
"7758",194
"7759",181
"7760",192
"7761",205
"7762",194
"7763",178
"7764",184
"7765",199
"7766",218
"7767",182
"7768",192
"7769",216
"7770",202
"7771",211
"7772",192
"7773",203
"7774",195
"7775",186
"7776",200
"7777",205
"7778",187
"7779",177
"7780",202
"7781",203
"7782",207
"7783",210
"7784",197
"7785",181
"7786",193
"7787",222
"7788",187
"7789",182
"7790",187
"7791",175
"7792",231
"7793",201
"7794",219
"7795",222
"7796",244
"7797",212
"7798",205
"7799",222
"7800",192
"7801",228
"7802",229
"7803",191
"7804",204
"7805",209
"7806",211
"7807",212
"7808",205
"7809",191
"7810",192
"7811",179
"7812",187
"7813",215
"7814",182
"7815",213
"7816",208
"7817",187
"7818",206
"7819",191
"7820",193
"7821",210
"7822",212
"7823",184
"7824",216
"7825",221
"7826",210
"7827",197
"7828",210
"7829",202
"7830",212
"7831",212
"7832",205
"7833",188
"7834",168
"7835",193
"7836",215
"7837",195
"7838",214
"7839",207
"7840",228
"7841",211
"7842",220
"7843",196
"7844",187
"7845",201
"7846",179
"7847",230
"7848",183
"7849",198
"7850",206
"7851",179
"7852",198
"7853",202
"7854",216
"7855",217
"7856",211
"7857",216
"7858",198
"7859",210
"7860",223
"7861",170
"7862",195
"7863",197
"7864",186
"7865",188
"7866",195
"7867",176
"7868",195
"7869",204
"7870",198
"7871",192
"7872",210
"7873",201
"7874",178
"7875",213
"7876",189
"7877",216
"7878",196
"7879",215
"7880",195
"7881",179
"7882",192
"7883",197
"7884",203
"7885",213
"7886",197
"7887",208
"7888",199
"7889",196
"7890",188
"7891",192
"7892",225
"7893",172
"7894",200
"7895",197
"7896",201
"7897",194
"7898",190
"7899",215
"7900",191
"7901",192
"7902",218
"7903",193
"7904",190
"7905",215
"7906",227
"7907",174
"7908",203
"7909",212
"7910",201
"7911",215
"7912",213
"7913",203
"7914",212
"7915",196
"7916",201
"7917",205
"7918",210
"7919",222
"7920",186
"7921",209
"7922",233
"7923",203
"7924",199
"7925",233
"7926",226
"7927",229
"7928",201
"7929",194
"7930",199
"7931",221
"7932",235
"7933",208
"7934",212
"7935",211
"7936",184
"7937",180
"7938",215
"7939",204
"7940",220
"7941",216
"7942",174
"7943",195
"7944",230
"7945",207
"7946",201
"7947",199
"7948",193
"7949",209
"7950",193
"7951",209
"7952",185
"7953",229
"7954",197
"7955",207
"7956",231
"7957",187
"7958",163
"7959",209
"7960",218
"7961",198
"7962",215
"7963",191
"7964",213
"7965",217
"7966",193
"7967",201
"7968",193
"7969",214
"7970",190
"7971",197
"7972",185
"7973",200
"7974",216
"7975",204
"7976",189
"7977",210
"7978",188
"7979",188
"7980",183
"7981",222
"7982",194
"7983",193
"7984",193
"7985",195
"7986",178
"7987",212
"7988",194
"7989",187
"7990",213
"7991",204
"7992",203
"7993",203
"7994",217
"7995",176
"7996",191
"7997",214
"7998",225
"7999",184
"8000",207
"8001",218
"8002",187
"8003",189
"8004",211
"8005",197
"8006",218
"8007",212
"8008",200
"8009",238
"8010",212
"8011",202
"8012",192
"8013",197
"8014",220
"8015",184
"8016",212
"8017",203
"8018",210
"8019",190
"8020",183
"8021",201
"8022",179
"8023",191
"8024",235
"8025",214
"8026",192
"8027",206
"8028",194
"8029",180
"8030",180
"8031",201
"8032",191
"8033",188
"8034",212
"8035",220
"8036",210
"8037",215
"8038",218
"8039",198
"8040",200
"8041",188
"8042",216
"8043",200
"8044",171
"8045",188
"8046",211
"8047",214
"8048",200
"8049",185
"8050",197
"8051",202
"8052",209
"8053",198
"8054",182
"8055",199
"8056",183
"8057",203
"8058",196
"8059",206
"8060",211
"8061",190
"8062",203
"8063",204
"8064",189
"8065",197
"8066",245
"8067",180
"8068",193
"8069",211
"8070",186
"8071",189
"8072",190
"8073",197
"8074",208
"8075",175
"8076",231
"8077",221
"8078",199
"8079",194
"8080",228
"8081",211
"8082",205
"8083",218
"8084",187
"8085",199
"8086",200
"8087",199
"8088",194
"8089",207
"8090",197
"8091",175
"8092",180
"8093",202
"8094",184
"8095",186
"8096",183
"8097",191
"8098",200
"8099",196
"8100",215
"8101",211
"8102",192
"8103",193
"8104",189
"8105",232
"8106",215
"8107",197
"8108",208
"8109",229
"8110",174
"8111",174
"8112",226
"8113",181
"8114",209
"8115",223
"8116",200
"8117",207
"8118",167
"8119",201
"8120",215
"8121",185
"8122",184
"8123",199
"8124",199
"8125",194
"8126",193
"8127",194
"8128",183
"8129",191
"8130",193
"8131",215
"8132",203
"8133",214
"8134",203
"8135",172
"8136",178
"8137",197
"8138",181
"8139",192
"8140",187
"8141",204
"8142",173
"8143",204
"8144",213
"8145",197
"8146",195
"8147",179
"8148",214
"8149",200
"8150",213
"8151",223
"8152",210
"8153",210
"8154",187
"8155",214
"8156",214
"8157",233
"8158",208
"8159",195
"8160",202
"8161",193
"8162",198
"8163",197
"8164",191
"8165",175
"8166",195
"8167",196
"8168",210
"8169",200
"8170",186
"8171",191
"8172",220
"8173",181
"8174",201
"8175",168
"8176",201
"8177",214
"8178",171
"8179",199
"8180",202
"8181",198
"8182",199
"8183",203
"8184",183
"8185",228
"8186",196
"8187",197
"8188",217
"8189",194
"8190",218
"8191",186
"8192",184
"8193",209
"8194",192
"8195",230
"8196",188
"8197",210
"8198",215
"8199",185
"8200",178
"8201",199
"8202",215
"8203",201
"8204",198
"8205",199
"8206",181
"8207",195
"8208",208
"8209",188
"8210",201
"8211",201
"8212",189
"8213",211
"8214",212
"8215",199
"8216",202
"8217",212
"8218",189
"8219",227
"8220",203
"8221",181
"8222",163
"8223",196
"8224",198
"8225",203
"8226",210
"8227",190
"8228",187
"8229",190
"8230",173
"8231",193
"8232",216
"8233",203
"8234",194
"8235",181
"8236",207
"8237",195
"8238",195
"8239",204
"8240",220
"8241",213
"8242",199
"8243",199
"8244",200
"8245",198
"8246",193
"8247",215
"8248",207
"8249",202
"8250",208
"8251",211
"8252",198
"8253",190
"8254",199
"8255",185
"8256",203
"8257",234
"8258",193
"8259",225
"8260",196
"8261",171
"8262",200
"8263",213
"8264",178
"8265",206
"8266",204
"8267",207
"8268",205
"8269",219
"8270",212
"8271",213
"8272",209
"8273",193
"8274",188
"8275",232
"8276",223
"8277",207
"8278",176
"8279",190
"8280",201
"8281",203
"8282",182
"8283",190
"8284",204
"8285",197
"8286",193
"8287",216
"8288",228
"8289",214
"8290",201
"8291",195
"8292",183
"8293",220
"8294",197
"8295",220
"8296",201
"8297",191
"8298",191
"8299",197
"8300",191
"8301",168
"8302",216
"8303",188
"8304",179
"8305",212
"8306",188
"8307",184
"8308",230
"8309",214
"8310",214
"8311",211
"8312",188
"8313",181
"8314",181
"8315",197
"8316",181
"8317",191
"8318",209
"8319",201
"8320",193
"8321",190
"8322",198
"8323",203
"8324",192
"8325",210
"8326",195
"8327",216
"8328",191
"8329",191
"8330",196
"8331",158
"8332",207
"8333",185
"8334",188
"8335",197
"8336",200
"8337",221
"8338",207
"8339",185
"8340",203
"8341",203
"8342",208
"8343",214
"8344",199
"8345",209
"8346",207
"8347",192
"8348",215
"8349",193
"8350",213
"8351",181
"8352",194
"8353",179
"8354",215
"8355",195
"8356",189
"8357",224
"8358",216
"8359",183
"8360",192
"8361",178
"8362",210
"8363",191
"8364",187
"8365",211
"8366",204
"8367",213
"8368",194
"8369",216
"8370",173
"8371",185
"8372",216
"8373",212
"8374",209
"8375",195
"8376",195
"8377",207
"8378",174
"8379",183
"8380",196
"8381",212
"8382",199
"8383",178
"8384",206
"8385",186
"8386",189
"8387",207
"8388",197
"8389",189
"8390",196
"8391",213
"8392",186
"8393",202
"8394",231
"8395",195
"8396",191
"8397",228
"8398",211
"8399",212
"8400",216
"8401",252
"8402",187
"8403",186
"8404",217
"8405",185
"8406",188
"8407",194
"8408",175
"8409",204
"8410",216
"8411",216
"8412",170
"8413",187
"8414",204
"8415",217
"8416",168
"8417",204
"8418",172
"8419",192
"8420",177
"8421",197
"8422",190
"8423",201
"8424",198
"8425",224
"8426",192
"8427",216
"8428",184
"8429",188
"8430",201
"8431",223
"8432",201
"8433",215
"8434",189
"8435",221
"8436",207
"8437",204
"8438",196
"8439",188
"8440",172
"8441",192
"8442",208
"8443",187
"8444",205
"8445",208
"8446",209
"8447",205
"8448",199
"8449",184
"8450",207
"8451",199
"8452",203
"8453",185
"8454",194
"8455",201
"8456",204
"8457",217
"8458",188
"8459",185
"8460",202
"8461",198
"8462",179
"8463",206
"8464",230
"8465",217
"8466",187
"8467",214
"8468",208
"8469",237
"8470",207
"8471",227
"8472",191
"8473",178
"8474",180
"8475",205
"8476",237
"8477",217
"8478",195
"8479",226
"8480",197
"8481",210
"8482",179
"8483",204
"8484",210
"8485",189
"8486",218
"8487",211
"8488",193
"8489",244
"8490",186
"8491",193
"8492",220
"8493",186
"8494",218
"8495",199
"8496",212
"8497",209
"8498",213
"8499",189
"8500",187
"8501",196
"8502",189
"8503",221
"8504",206
"8505",185
"8506",190
"8507",216
"8508",208
"8509",196
"8510",184
"8511",207
"8512",207
"8513",206
"8514",184
"8515",208
"8516",253
"8517",191
"8518",177
"8519",161
"8520",203
"8521",196
"8522",194
"8523",184
"8524",223
"8525",191
"8526",212
"8527",200
"8528",194
"8529",192
"8530",213
"8531",192
"8532",196
"8533",244
"8534",185
"8535",200
"8536",198
"8537",206
"8538",178
"8539",225
"8540",191
"8541",163
"8542",197
"8543",194
"8544",224
"8545",180
"8546",222
"8547",196
"8548",191
"8549",182
"8550",187
"8551",197
"8552",200
"8553",214
"8554",239
"8555",189
"8556",197
"8557",193
"8558",195
"8559",206
"8560",232
"8561",206
"8562",181
"8563",220
"8564",205
"8565",181
"8566",176
"8567",201
"8568",217
"8569",178
"8570",188
"8571",175
"8572",169
"8573",191
"8574",202
"8575",198
"8576",212
"8577",212
"8578",217
"8579",178
"8580",192
"8581",217
"8582",201
"8583",212
"8584",194
"8585",219
"8586",194
"8587",196
"8588",237
"8589",214
"8590",194
"8591",217
"8592",211
"8593",192
"8594",166
"8595",195
"8596",183
"8597",221
"8598",186
"8599",191
"8600",189
"8601",190
"8602",222
"8603",216
"8604",158
"8605",205
"8606",185
"8607",197
"8608",202
"8609",187
"8610",185
"8611",224
"8612",194
"8613",184
"8614",214
"8615",203
"8616",190
"8617",181
"8618",182
"8619",197
"8620",189
"8621",192
"8622",202
"8623",213
"8624",204
"8625",198
"8626",195
"8627",216
"8628",189
"8629",181
"8630",191
"8631",168
"8632",207
"8633",209
"8634",217
"8635",193
"8636",189
"8637",183
"8638",213
"8639",202
"8640",224
"8641",210
"8642",195
"8643",174
"8644",170
"8645",193
"8646",206
"8647",191
"8648",196
"8649",208
"8650",192
"8651",192
"8652",200
"8653",213
"8654",214
"8655",204
"8656",180
"8657",185
"8658",191
"8659",191
"8660",206
"8661",207
"8662",191
"8663",181
"8664",208
"8665",200
"8666",200
"8667",217
"8668",162
"8669",220
"8670",201
"8671",194
"8672",207
"8673",200
"8674",214
"8675",216
"8676",215
"8677",192
"8678",195
"8679",197
"8680",189
"8681",210
"8682",203
"8683",189
"8684",201
"8685",186
"8686",209
"8687",190
"8688",214
"8689",195
"8690",177
"8691",202
"8692",192
"8693",207
"8694",202
"8695",206
"8696",185
"8697",206
"8698",212
"8699",186
"8700",200
"8701",182
"8702",186
"8703",211
"8704",225
"8705",171
"8706",217
"8707",203
"8708",208
"8709",183
"8710",211
"8711",222
"8712",204
"8713",223
"8714",220
"8715",182
"8716",207
"8717",188
"8718",168
"8719",195
"8720",184
"8721",208
"8722",181
"8723",199
"8724",189
"8725",209
"8726",182
"8727",169
"8728",210
"8729",200
"8730",201
"8731",194
"8732",203
"8733",205
"8734",209
"8735",189
"8736",200
"8737",185
"8738",208
"8739",196
"8740",201
"8741",203
"8742",185
"8743",229
"8744",192
"8745",211
"8746",186
"8747",205
"8748",221
"8749",172
"8750",216
"8751",202
"8752",193
"8753",193
"8754",188
"8755",196
"8756",197
"8757",224
"8758",219
"8759",185
"8760",207
"8761",195
"8762",223
"8763",216
"8764",198
"8765",207
"8766",185
"8767",192
"8768",197
"8769",203
"8770",206
"8771",201
"8772",196
"8773",213
"8774",183
"8775",195
"8776",213
"8777",210
"8778",193
"8779",212
"8780",186
"8781",190
"8782",204
"8783",205
"8784",178
"8785",192
"8786",213
"8787",190
"8788",203
"8789",191
"8790",206
"8791",190
"8792",201
"8793",195
"8794",204
"8795",206
"8796",190
"8797",195
"8798",211
"8799",211
"8800",210
"8801",178
"8802",202
"8803",206
"8804",193
"8805",211
"8806",228
"8807",192
"8808",186
"8809",178
"8810",200
"8811",208
"8812",207
"8813",192
"8814",189
"8815",196
"8816",202
"8817",220
"8818",213
"8819",228
"8820",212
"8821",205
"8822",189
"8823",199
"8824",208
"8825",182
"8826",205
"8827",180
"8828",216
"8829",194
"8830",205
"8831",203
"8832",183
"8833",212
"8834",213
"8835",200
"8836",202
"8837",196
"8838",204
"8839",191
"8840",192
"8841",198
"8842",209
"8843",214
"8844",190
"8845",186
"8846",218
"8847",214
"8848",226
"8849",212
"8850",219
"8851",202
"8852",195
"8853",210
"8854",188
"8855",192
"8856",210
"8857",187
"8858",229
"8859",209
"8860",180
"8861",206
"8862",195
"8863",212
"8864",211
"8865",185
"8866",231
"8867",197
"8868",190
"8869",199
"8870",213
"8871",181
"8872",195
"8873",225
"8874",212
"8875",218
"8876",217
"8877",204
"8878",186
"8879",218
"8880",205
"8881",190
"8882",190
"8883",199
"8884",228
"8885",240
"8886",201
"8887",189
"8888",209
"8889",195
"8890",180
"8891",210
"8892",183
"8893",218
"8894",216
"8895",198
"8896",215
"8897",208
"8898",212
"8899",189
"8900",205
"8901",209
"8902",195
"8903",206
"8904",172
"8905",210
"8906",204
"8907",193
"8908",221
"8909",197
"8910",181
"8911",201
"8912",224
"8913",212
"8914",204
"8915",188
"8916",199
"8917",208
"8918",228
"8919",218
"8920",193
"8921",173
"8922",215
"8923",221
"8924",204
"8925",185
"8926",212
"8927",181
"8928",185
"8929",190
"8930",198
"8931",198
"8932",209
"8933",187
"8934",208
"8935",203
"8936",207
"8937",223
"8938",228
"8939",169
"8940",204
"8941",200
"8942",194
"8943",204
"8944",211
"8945",200
"8946",200
"8947",192
"8948",203
"8949",204
"8950",186
"8951",200
"8952",208
"8953",196
"8954",202
"8955",214
"8956",196
"8957",184
"8958",180
"8959",200
"8960",223
"8961",187
"8962",209
"8963",172
"8964",207
"8965",209
"8966",221
"8967",206
"8968",219
"8969",221
"8970",198
"8971",229
"8972",219
"8973",222
"8974",222
"8975",187
"8976",188
"8977",235
"8978",190
"8979",198
"8980",222
"8981",243
"8982",193
"8983",228
"8984",208
"8985",194
"8986",175
"8987",203
"8988",190
"8989",186
"8990",214
"8991",181
"8992",209
"8993",208
"8994",192
"8995",181
"8996",210
"8997",211
"8998",208
"8999",196
"9000",185
"9001",218
"9002",213
"9003",231
"9004",192
"9005",196
"9006",200
"9007",205
"9008",201
"9009",202
"9010",175
"9011",203
"9012",186
"9013",184
"9014",205
"9015",191
"9016",196
"9017",198
"9018",191
"9019",185
"9020",218
"9021",178
"9022",215
"9023",202
"9024",211
"9025",188
"9026",225
"9027",196
"9028",220
"9029",212
"9030",207
"9031",192
"9032",187
"9033",209
"9034",196
"9035",217
"9036",207
"9037",181
"9038",200
"9039",222
"9040",201
"9041",209
"9042",183
"9043",217
"9044",203
"9045",184
"9046",206
"9047",186
"9048",199
"9049",197
"9050",186
"9051",168
"9052",208
"9053",208
"9054",201
"9055",186
"9056",205
"9057",199
"9058",209
"9059",183
"9060",182
"9061",192
"9062",202
"9063",214
"9064",191
"9065",194
"9066",185
"9067",163
"9068",176
"9069",216
"9070",215
"9071",198
"9072",152
"9073",174
"9074",186
"9075",218
"9076",196
"9077",209
"9078",217
"9079",182
"9080",213
"9081",208
"9082",192
"9083",189
"9084",194
"9085",210
"9086",209
"9087",209
"9088",175
"9089",181
"9090",184
"9091",200
"9092",216
"9093",214
"9094",191
"9095",202
"9096",184
"9097",208
"9098",182
"9099",187
"9100",177
"9101",193
"9102",202
"9103",191
"9104",186
"9105",194
"9106",212
"9107",192
"9108",190
"9109",213
"9110",193
"9111",200
"9112",239
"9113",196
"9114",189
"9115",178
"9116",206
"9117",234
"9118",196
"9119",193
"9120",194
"9121",216
"9122",217
"9123",210
"9124",207
"9125",203
"9126",191
"9127",190
"9128",193
"9129",214
"9130",177
"9131",209
"9132",213
"9133",185
"9134",209
"9135",207
"9136",189
"9137",187
"9138",198
"9139",174
"9140",186
"9141",181
"9142",196
"9143",204
"9144",205
"9145",213
"9146",225
"9147",206
"9148",209
"9149",224
"9150",223
"9151",177
"9152",176
"9153",194
"9154",202
"9155",204
"9156",203
"9157",213
"9158",206
"9159",194
"9160",198
"9161",201
"9162",194
"9163",195
"9164",197
"9165",195
"9166",195
"9167",217
"9168",203
"9169",211
"9170",195
"9171",199
"9172",222
"9173",191
"9174",191
"9175",195
"9176",185
"9177",209
"9178",214
"9179",188
"9180",228
"9181",220
"9182",165
"9183",204
"9184",206
"9185",211
"9186",192
"9187",183
"9188",206
"9189",184
"9190",198
"9191",210
"9192",202
"9193",169
"9194",194
"9195",170
"9196",182
"9197",202
"9198",223
"9199",233
"9200",218
"9201",201
"9202",211
"9203",199
"9204",183
"9205",194
"9206",210
"9207",201
"9208",192
"9209",197
"9210",206
"9211",210
"9212",165
"9213",183
"9214",200
"9215",203
"9216",191
"9217",201
"9218",197
"9219",195
"9220",190
"9221",202
"9222",206
"9223",186
"9224",185
"9225",195
"9226",207
"9227",180
"9228",194
"9229",220
"9230",209
"9231",212
"9232",179
"9233",189
"9234",198
"9235",191
"9236",192
"9237",189
"9238",190
"9239",223
"9240",197
"9241",180
"9242",213
"9243",190
"9244",163
"9245",185
"9246",200
"9247",199
"9248",180
"9249",213
"9250",196
"9251",216
"9252",179
"9253",209
"9254",190
"9255",197
"9256",195
"9257",212
"9258",193
"9259",195
"9260",202
"9261",218
"9262",187
"9263",201
"9264",201
"9265",184
"9266",202
"9267",232
"9268",165
"9269",184
"9270",188
"9271",238
"9272",217
"9273",165
"9274",206
"9275",193
"9276",248
"9277",192
"9278",187
"9279",202
"9280",207
"9281",180
"9282",201
"9283",187
"9284",213
"9285",217
"9286",189
"9287",194
"9288",205
"9289",181
"9290",195
"9291",188
"9292",189
"9293",215
"9294",185
"9295",191
"9296",200
"9297",187
"9298",203
"9299",206
"9300",175
"9301",208
"9302",196
"9303",192
"9304",212
"9305",203
"9306",186
"9307",185
"9308",172
"9309",202
"9310",221
"9311",204
"9312",200
"9313",215
"9314",199
"9315",191
"9316",217
"9317",216
"9318",208
"9319",198
"9320",195
"9321",176
"9322",199
"9323",218
"9324",215
"9325",192
"9326",209
"9327",197
"9328",184
"9329",194
"9330",188
"9331",185
"9332",177
"9333",215
"9334",192
"9335",193
"9336",221
"9337",204
"9338",211
"9339",195
"9340",180
"9341",199
"9342",171
"9343",212
"9344",196
"9345",208
"9346",209
"9347",218
"9348",193
"9349",220
"9350",188
"9351",186
"9352",191
"9353",181
"9354",200
"9355",198
"9356",203
"9357",211
"9358",207
"9359",198
"9360",187
"9361",189
"9362",203
"9363",223
"9364",194
"9365",198
"9366",187
"9367",210
"9368",211
"9369",194
"9370",197
"9371",182
"9372",191
"9373",191
"9374",199
"9375",207
"9376",217
"9377",209
"9378",179
"9379",193
"9380",210
"9381",227
"9382",180
"9383",208
"9384",203
"9385",183
"9386",222
"9387",193
"9388",195
"9389",195
"9390",211
"9391",208
"9392",192
"9393",186
"9394",219
"9395",194
"9396",220
"9397",198
"9398",194
"9399",203
"9400",211
"9401",191
"9402",219
"9403",211
"9404",210
"9405",191
"9406",178
"9407",191
"9408",204
"9409",212
"9410",210
"9411",175
"9412",194
"9413",199
"9414",222
"9415",184
"9416",181
"9417",200
"9418",190
"9419",190
"9420",214
"9421",215
"9422",200
"9423",183
"9424",200
"9425",188
"9426",218
"9427",210
"9428",206
"9429",218
"9430",188
"9431",175
"9432",179
"9433",222
"9434",193
"9435",212
"9436",174
"9437",179
"9438",207
"9439",196
"9440",198
"9441",194
"9442",198
"9443",198
"9444",199
"9445",192
"9446",195
"9447",198
"9448",205
"9449",216
"9450",215
"9451",197
"9452",206
"9453",206
"9454",190
"9455",188
"9456",210
"9457",184
"9458",179
"9459",197
"9460",208
"9461",206
"9462",204
"9463",203
"9464",201
"9465",200
"9466",210
"9467",224
"9468",191
"9469",176
"9470",222
"9471",176
"9472",226
"9473",199
"9474",219
"9475",188
"9476",186
"9477",191
"9478",213
"9479",204
"9480",196
"9481",195
"9482",213
"9483",209
"9484",188
"9485",206
"9486",174
"9487",173
"9488",199
"9489",208
"9490",190
"9491",182
"9492",204
"9493",207
